Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.35     0.00    10008     0.00     0.00  Time::Time()
  0.00      2.35     0.00     9999     0.00     0.00  LogEntry::LogEntry(String)
  0.00      2.35     0.00     9999     0.00     0.00  LogEntry::operator=(LogEntry const&)
  0.00      2.35     0.00     9999     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&)
  0.00      2.35     0.00     9999     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&)
  0.00      2.35     0.00     9999     0.00     0.00  LogEntry::getBytes() const
  0.00      2.35     0.00     9999     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::operator[](unsigned long) const
  0.00      2.35     0.00     9999     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&)
  0.00      2.35     0.00     9992     0.00     0.00  Date::Date(String)
  0.00      2.35     0.00     9992     0.00     0.00  Time::Time(String)
  0.00      2.35     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::base() const
  0.00      2.35     0.00       46     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator()
  0.00      2.35     0.00       45     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::max_size() const
  0.00      2.35     0.00       30     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::max_size(std::allocator<LogEntry> const&)
  0.00      2.35     0.00       30     0.00     0.00  __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::__normal_iterator(LogEntry* const&)
  0.00      2.35     0.00       30     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator() const
  0.00      2.35     0.00       30     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::max_size() const
  0.00      2.35     0.00       30     0.00     0.00  LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*)
  0.00      2.35     0.00       30     0.00     0.00  LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*)
  0.00      2.35     0.00       30     0.00     0.00  LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&)
  0.00      2.35     0.00       30     0.00     0.00  LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&)
  0.00      2.35     0.00       16     0.00     0.00  void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*)
  0.00      2.35     0.00       16     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_deallocate(LogEntry*, unsigned long)
  0.00      2.35     0.00       16     0.00     0.00  void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*)
  0.00      2.35     0.00       16     0.00     0.00  void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&)
  0.00      2.35     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::deallocate(LogEntry*, unsigned long)
  0.00      2.35     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::allocate(unsigned long, void const*)
  0.00      2.35     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::difference_type __gnu_cxx::operator-<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&, __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&)
  0.00      2.35     0.00       15     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::_M_check_len(unsigned long, char const*) const
  0.00      2.35     0.00       15     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_allocate(unsigned long)
  0.00      2.35     0.00       15     0.00     0.01  std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&)
  0.00      2.35     0.00       15     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::end()
  0.00      2.35     0.00       15     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::begin()
  0.00      2.35     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z4stoi6Stringi
  0.00      2.35     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6StringC2Ev
  0.00      2.35     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      2.35     0.00        1     0.00     0.00  byte_count(std::vector<LogEntry, std::allocator<LogEntry> > const&)
  0.00      2.35     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.35     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.35     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.35     0.00        1     0.00     0.00  LogEntry::LogEntry()
  0.00      2.35     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<String>::new_allocator(__gnu_cxx::new_allocator<String> const&)
  0.00      2.35     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::new_allocator()
  0.00      2.35     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<LogEntry>::~new_allocator()
  0.00      2.35     0.00        1     0.00     0.00  std::allocator<String>::allocator(std::allocator<String> const&)
  0.00      2.35     0.00        1     0.00     0.00  std::allocator<LogEntry>::allocator()
  0.00      2.35     0.00        1     0.00     0.00  std::allocator<LogEntry>::~allocator()
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<String, std::allocator<String> >::_Vector_impl::_Vector_impl(std::allocator<String> const&)
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<String, std::allocator<String> >::_M_create_storage(unsigned long)
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<String, std::allocator<String> >::_Vector_base(unsigned long, std::allocator<String> const&)
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_Vector_impl::_Vector_impl()
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_Vector_impl::~_Vector_impl()
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_Vector_base()
  0.00      2.35     0.00        1     0.00     0.00  std::_Vector_base<LogEntry, std::allocator<LogEntry> >::~_Vector_base()
  0.00      2.35     0.00        1     0.00     0.00  void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&)
  0.00      2.35     0.00        1     0.00     0.00  std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&)
  0.00      2.35     0.00        1     0.00     0.00  std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&)
  0.00      2.35     0.00        1     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::vector()
  0.00      2.35     0.00        1     0.00     0.00  std::vector<LogEntry, std::allocator<LogEntry> >::~vector()
  0.00      2.35     0.00        1     0.00     0.00  void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&)
  0.00      2.35     0.00        1     0.00     0.00  void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.43% of 2.35 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    2.35                 main [1]
                0.01    2.34       1/1           parse(std::istream&) [2]
                0.00    0.00       1/1           std::vector<LogEntry, std::allocator<LogEntry> >::~vector() [51]
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [54]
                0.00    0.00       4/229938      String::String(char const*) [39]
                0.00    0.00       5/6727848     String::~String() [35]
                0.00    0.00       3/2934500     String::operator=(String) [37]
                0.00    0.00       1/69952       std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00       5/234671      std::vector<String, std::allocator<String> >::operator[](unsigned long) [77]
                0.00    0.00       2/279840      String::operator==(String const&) const [75]
                0.00    0.00       1/69952       std::allocator<String>::allocator() [91]
                0.00    0.00       1/139953      String::String() [86]
                0.00    0.00       1/69953       std::allocator<String>::~allocator() [89]
                0.00    0.00       1/1           byte_count(std::vector<LogEntry, std::allocator<LogEntry> > const&) [122]
-----------------------------------------------
                0.01    2.34       1/1           main [1]
[2]    100.0    0.01    2.34       1         parse(std::istream&) [2]
                0.00    1.71    9999/9999        LogEntry::LogEntry(String) [3]
                0.02    0.41 1007483/2644560     String::operator+(String const&) const [5]
                0.00    0.12    9999/9999        std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
                0.00    0.04    9999/9999        LogEntry::operator=(LogEntry const&) [30]
                0.01    0.00 1007483/2874438     String::String(char) [34]
                0.01    0.00    9999/838959      String::String(String const&) [7]
                0.01    0.00 2034965/6727848     String::~String() [35]
                0.00    0.00 1017482/2934500     String::operator=(String) [37]
                0.00    0.00   10000/36382       LogEntry::~LogEntry() [40]
                0.00    0.00    9999/229938      String::String(char const*) [39]
                0.00    0.00       1/1           LogEntry::LogEntry() [57]
                0.00    0.00       1/1           std::vector<LogEntry, std::allocator<LogEntry> >::vector() [139]
                0.00    0.00       1/139953      String::String() [86]
-----------------------------------------------
                0.00    1.71    9999/9999        parse(std::istream&) [2]
[3]     72.6    0.00    1.71    9999         LogEntry::LogEntry(String) [3]
                0.00    0.70    9992/9992        Date::Date(String) [8]
                0.03    0.62   29983/69951       String::split(char) const [4]
                0.00    0.25    9992/9992        Time::Time(String) [12]
                0.06    0.00   67373/838959      String::String(String const&) [7]
                0.00    0.02   49960/2644560     String::operator+(String const&) const [5]
                0.00    0.02    9999/19999       Date::operator=(Date const&) [33]
                0.00    0.00    9999/46382       Date::~Date() [36]
                0.00    0.00   10006/10008       Date::Date() [49]
                0.00    0.00   20005/229938      String::String(char const*) [39]
                0.00    0.00    7421/10382507     String::length() const [6]
                0.00    0.00  147330/6727848     String::~String() [35]
                0.00    0.00   29983/69952       std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00   39989/2934500     String::operator=(String) [37]
                0.00    0.00    9992/2874438     String::String(char) [34]
                0.00    0.00  114762/234671      std::vector<String, std::allocator<String> >::operator[](unsigned long) [77]
                0.00    0.00   29997/139953      String::String() [86]
                0.00    0.00   10006/10008       Time::Time() [101]
                0.00    0.00    9999/689575      std::vector<String, std::allocator<String> >::size() const [66]
                0.00    0.00    9992/279840      String::operator==(String const&) const [75]
                0.00    0.00    7421/47389       stoi(String, int) [97]
-----------------------------------------------
                0.01    0.21    9992/69951       Time::Time(String) [12]
                0.03    0.62   29976/69951       Date::Date(String) [8]
                0.03    0.62   29983/69951       LogEntry::LogEntry(String) [3]
[4]     65.0    0.07    1.46   69951         String::split(char) const [4]
                0.04    0.65 1587117/2644560     String::operator+(String const&) const [5]
                0.00    0.45  239870/239870      std::vector<String, std::allocator<String> >::push_back(String const&) [9]
                0.20    0.00 1856963/10382507     String::length() const [6]
                0.01    0.06   69951/69951       String::findchar(char const&) const [28]
                0.02    0.00 1856963/2874438     String::String(char) [34]
                0.01    0.00 3693942/6727848     String::~String() [35]
                0.01    0.00  269846/269846      operator!=(String const&, String const&) [38]
                0.01    0.00  179911/229938      String::String(char const*) [39]
                0.01    0.00 1767028/2934500     String::operator=(String) [37]
                0.00    0.00   69951/69951       std::vector<String, std::allocator<String> >::vector() [96]
                0.00    0.00   69951/139953      String::String() [86]
-----------------------------------------------
                0.00    0.02   49960/2644560     LogEntry::LogEntry(String) [3]
                0.02    0.41 1007483/2644560     parse(std::istream&) [2]
                0.04    0.65 1587117/2644560     String::split(char) const [4]
[5]     48.6    0.06    1.08 2644560         String::operator+(String const&) const [5]
                0.83    0.00 7933756/10382507     String::length() const [6]
                0.25    0.00 2644560/2644560     String::String(int, char const*) [11]
-----------------------------------------------
                0.00    0.00    7421/10382507     LogEntry::LogEntry(String) [3]
                0.00    0.00    9992/10382507     Date::Date(String) [8]
                0.00    0.00   29976/10382507     Time::Time(String) [12]
                0.06    0.00  544399/10382507     String::findchar(char const&) const [28]
                0.20    0.00 1856963/10382507     String::split(char) const [4]
                0.83    0.00 7933756/10382507     String::operator+(String const&) const [5]
[6]     46.4    1.09    0.00 10382507         String::length() const [6]
-----------------------------------------------
                0.01    0.00    9999/838959      parse(std::istream&) [2]
                0.03    0.00   29976/838959      Time::Time(String) [12]
                0.03    0.00   29997/838959      LogEntry::operator=(LogEntry const&) [30]
                0.04    0.00   39998/838959      Date::operator=(Date const&) [33]
                0.04    0.00   49960/838959      Date::Date(String) [8]
                0.05    0.00   52764/838959      Date::Date(Date const&) [29]
                0.06    0.00   67373/838959      LogEntry::LogEntry(String) [3]
                0.07    0.00   79146/838959      LogEntry::LogEntry(LogEntry const&) [21]
                0.21    0.00  239870/838959      __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
                0.21    0.00  239876/838959      void std::_Construct<String, String>(String*, String const&) [17]
[7]     31.5    0.74    0.00  838959         String::String(String const&) [7]
-----------------------------------------------
                0.00    0.70    9992/9992        LogEntry::LogEntry(String) [3]
[8]     29.8    0.00    0.70    9992         Date::Date(String) [8]
                0.03    0.62   29976/69951       String::split(char) const [4]
                0.04    0.00   49960/838959      String::String(String const&) [7]
                0.00    0.00    9992/10382507     String::length() const [6]
                0.00    0.00   29976/69952       std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00   49960/6727848     String::~String() [35]
                0.00    0.00   19984/2934500     String::operator=(String) [37]
                0.00    0.00   59952/234671      std::vector<String, std::allocator<String> >::operator[](unsigned long) [77]
                0.00    0.00   19984/139953      String::String() [86]
                0.00    0.00    9992/47389       stoi(String, int) [97]
-----------------------------------------------
                0.00    0.45  239870/239870      String::split(char) const [4]
[9]     19.3    0.00    0.45  239870         std::vector<String, std::allocator<String> >::push_back(String const&) [9]
                0.00    0.39  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
                0.00    0.06   69976/239870      void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::end() [84]
-----------------------------------------------
                0.00    0.39  169894/169894      std::vector<String, std::allocator<String> >::push_back(String const&) [9]
[10]    16.7    0.00    0.39  169894         std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
                0.00    0.24  339788/339788      String* std::__uninitialized_move_if_noexcept_a<String*, String*, std::allocator<String> >(String*, String*, String*, std::allocator<String>&) [16]
                0.00    0.15  169894/239870      void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
                0.00    0.00  169894/239846      void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [48]
                0.00    0.00  509682/579635      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [68]
                0.00    0.00  339788/679576      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::base() const [67]
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [83]
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::begin() [85]
                0.00    0.00  169894/169894      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::difference_type __gnu_cxx::operator-<String*, std::vector<String, std::allocator<String> > >(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&, __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&) [82]
                0.00    0.00  169894/169895      std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [81]
                0.00    0.00  169894/239846      std::_Vector_base<String, std::allocator<String> >::_M_deallocate(String*, unsigned long) [76]
-----------------------------------------------
                0.25    0.00 2644560/2644560     String::operator+(String const&) const [5]
[11]    10.6    0.25    0.00 2644560         String::String(int, char const*) [11]
-----------------------------------------------
                0.00    0.25    9992/9992        LogEntry::LogEntry(String) [3]
[12]    10.5    0.00    0.25    9992         Time::Time(String) [12]
                0.01    0.21    9992/69951       String::split(char) const [4]
                0.03    0.00   29976/838959      String::String(String const&) [7]
                0.00    0.00   29976/10382507     String::length() const [6]
                0.00    0.00   29976/6727848     String::~String() [35]
                0.00    0.00    9992/69952       std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00   59952/234671      std::vector<String, std::allocator<String> >::operator[](unsigned long) [77]
                0.00    0.00   29976/47389       stoi(String, int) [97]
-----------------------------------------------
                0.03    0.21  339788/339788      String* std::uninitialized_copy<String*, String*>(String*, String*, String*) [14]
[13]    10.3    0.03    0.21  339788         String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [13]
                0.00    0.21  239873/239876      void std::_Construct<String, String>(String*, String const&) [17]
                0.00    0.00  239873/719622      String* std::__addressof<String>(String&) [65]
-----------------------------------------------
                0.00    0.24  339788/339788      String* std::__uninitialized_copy_a<String*, String*, String>(String*, String*, String*, std::allocator<String>&) [15]
[14]    10.3    0.00    0.24  339788         String* std::uninitialized_copy<String*, String*>(String*, String*, String*) [14]
                0.03    0.21  339788/339788      String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [13]
-----------------------------------------------
                0.00    0.24  339788/339788      String* std::__uninitialized_move_if_noexcept_a<String*, String*, std::allocator<String> >(String*, String*, String*, std::allocator<String>&) [16]
[15]    10.3    0.00    0.24  339788         String* std::__uninitialized_copy_a<String*, String*, String>(String*, String*, String*, std::allocator<String>&) [15]
                0.00    0.24  339788/339788      String* std::uninitialized_copy<String*, String*>(String*, String*, String*) [14]
-----------------------------------------------
                0.00    0.24  339788/339788      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[16]    10.3    0.00    0.24  339788         String* std::__uninitialized_move_if_noexcept_a<String*, String*, std::allocator<String> >(String*, String*, String*, std::allocator<String>&) [16]
                0.00    0.24  339788/339788      String* std::__uninitialized_copy_a<String*, String*, String>(String*, String*, String*, std::allocator<String>&) [15]
-----------------------------------------------
                0.00    0.00       3/239876      void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [52]
                0.00    0.21  239873/239876      String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [13]
[17]     9.0    0.00    0.21  239876         void std::_Construct<String, String>(String*, String const&) [17]
                0.21    0.00  239876/838959      String::String(String const&) [7]
                0.00    0.00  239876/506128      operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.00    0.21  239870/239870      void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
[18]     9.0    0.00    0.21  239870         __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
                0.21    0.00  239870/838959      String::String(String const&) [7]
                0.00    0.00  239870/506128      operator new(unsigned long, void*) [70]
-----------------------------------------------
