Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.06   69976/239870      std::vector<String, std::allocator<String> >::push_back(String const&) [9]
                0.00    0.15  169894/239870      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[19]     9.0    0.00    0.21  239870         void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
                0.00    0.21  239870/239870      __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
-----------------------------------------------
                0.00    0.12    9999/9999        parse(std::istream&) [2]
[20]     5.2    0.00    0.12    9999         std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
                0.00    0.08      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.04    9984/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::end() [117]
-----------------------------------------------
                0.00    0.04    9999/26382       __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.00    0.07   16383/26382       void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
[21]     5.0    0.00    0.12   26382         LogEntry::LogEntry(LogEntry const&) [21]
                0.07    0.00   79146/838959      String::String(String const&) [7]
                0.00    0.05   26382/26382       Date::Date(Date const&) [29]
-----------------------------------------------
                0.00    0.08      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
[22]     3.3    0.00    0.08      15         std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
                0.00    0.01      15/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [44]
                0.00    0.00      15/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.00      45/46          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator() [105]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::base() const [104]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::_M_check_len(unsigned long, char const*) const [115]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::begin() [118]
                0.00    0.00      15/15          __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::difference_type __gnu_cxx::operator-<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&, __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&) [114]
                0.00    0.00      15/15          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_allocate(unsigned long) [116]
                0.00    0.00      15/16          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_deallocate(LogEntry*, unsigned long) [111]
-----------------------------------------------
                0.00    0.07   16383/16383       LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
[23]     3.1    0.00    0.07   16383         void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.00    0.07   16383/26382       LogEntry::LogEntry(LogEntry const&) [21]
                0.00    0.00   16383/506128      operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
[24]     3.1    0.00    0.07      30         LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
                0.00    0.07   16383/16383       void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.00    0.00   16383/42765       LogEntry* std::__addressof<LogEntry>(LogEntry&) [98]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
[25]     3.1    0.00    0.07      30         LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
[26]     3.1    0.00    0.07      30         LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
                0.00    0.07      30/30          LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
-----------------------------------------------
                0.00    0.07      30/30          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
[27]     3.1    0.00    0.07      30         LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
-----------------------------------------------
                0.01    0.06   69951/69951       String::split(char) const [4]
[28]     2.9    0.01    0.06   69951         String::findchar(char const&) const [28]
                0.06    0.00  544399/10382507     String::length() const [6]
-----------------------------------------------
                0.00    0.05   26382/26382       LogEntry::LogEntry(LogEntry const&) [21]
[29]     2.0    0.00    0.05   26382         Date::Date(Date const&) [29]
                0.05    0.00   52764/838959      String::String(String const&) [7]
-----------------------------------------------
                0.00    0.04    9999/9999        parse(std::istream&) [2]
[30]     1.9    0.00    0.04    9999         LogEntry::operator=(LogEntry const&) [30]
                0.03    0.00   29997/838959      String::String(String const&) [7]
                0.00    0.02    9999/19999       Date::operator=(Date const&) [33]
                0.00    0.00   29997/2934500     String::operator=(String) [37]
                0.00    0.00   29997/6727848     String::~String() [35]
-----------------------------------------------
                0.00    0.04    9999/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
[31]     1.9    0.00    0.04    9999         __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.00    0.04    9999/26382       LogEntry::LogEntry(LogEntry const&) [21]
                0.00    0.00    9999/506128      operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.00    0.00      15/9999        std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.04    9984/9999        std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
[32]     1.9    0.00    0.04    9999         void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.04    9999/9999        __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
-----------------------------------------------
                0.00    0.00       1/19999       LogEntry::LogEntry() [57]
                0.00    0.02    9999/19999       LogEntry::LogEntry(String) [3]
                0.00    0.02    9999/19999       LogEntry::operator=(LogEntry const&) [30]
[33]     1.5    0.00    0.04   19999         Date::operator=(Date const&) [33]
                0.04    0.00   39998/838959      String::String(String const&) [7]
                0.00    0.00   39998/2934500     String::operator=(String) [37]
                0.00    0.00   39998/6727848     String::~String() [35]
-----------------------------------------------
                0.00    0.00    9992/2874438     LogEntry::LogEntry(String) [3]
                0.01    0.00 1007483/2874438     parse(std::istream&) [2]
                0.02    0.00 1856963/2874438     String::split(char) const [4]
[34]     1.3    0.03    0.00 2874438         String::String(char) [34]
-----------------------------------------------
                0.00    0.00       3/6727848     LogEntry::LogEntry() [57]
                0.00    0.00       5/6727848     main [1]
                0.00    0.00   20016/6727848     Date::Date() [49]
                0.00    0.00   29976/6727848     Time::Time(String) [12]
                0.00    0.00   29997/6727848     LogEntry::operator=(LogEntry const&) [30]
                0.00    0.00   39998/6727848     Date::operator=(Date const&) [33]
                0.00    0.00   49960/6727848     Date::Date(String) [8]
                0.00    0.00   92764/6727848     Date::~Date() [36]
                0.00    0.00  109146/6727848     LogEntry::~LogEntry() [40]
                0.00    0.00  147330/6727848     LogEntry::LogEntry(String) [3]
                0.00    0.00  479746/6727848     void std::_Destroy<String>(String*) [45]
                0.01    0.00 2034965/6727848     parse(std::istream&) [2]
                0.01    0.00 3693942/6727848     String::split(char) const [4]
[35]     0.9    0.02    0.00 6727848         String::~String() [35]
-----------------------------------------------
                0.00    0.00       1/46382       LogEntry::LogEntry() [57]
                0.00    0.00    9999/46382       LogEntry::LogEntry(String) [3]
                0.01    0.00   36382/46382       LogEntry::~LogEntry() [40]
[36]     0.4    0.01    0.00   46382         Date::~Date() [36]
                0.00    0.00   92764/6727848     String::~String() [35]
-----------------------------------------------
                0.00    0.00       3/2934500     main [1]
                0.00    0.00       3/2934500     LogEntry::LogEntry() [57]
                0.00    0.00   19984/2934500     Date::Date(String) [8]
                0.00    0.00   20016/2934500     Date::Date() [49]
                0.00    0.00   29997/2934500     LogEntry::operator=(LogEntry const&) [30]
                0.00    0.00   39989/2934500     LogEntry::LogEntry(String) [3]
                0.00    0.00   39998/2934500     Date::operator=(Date const&) [33]
                0.00    0.00 1017482/2934500     parse(std::istream&) [2]
                0.01    0.00 1767028/2934500     String::split(char) const [4]
[37]     0.4    0.01    0.00 2934500         String::operator=(String) [37]
                0.00    0.00 2934500/2934500     String::swap(String&) [64]
-----------------------------------------------
                0.01    0.00  269846/269846      String::split(char) const [4]
[38]     0.4    0.01    0.00  269846         operator!=(String const&, String const&) [38]
                0.00    0.00  269846/279840      String::operator==(String const&) const [75]
-----------------------------------------------
                0.00    0.00       3/229938      LogEntry::LogEntry() [57]
                0.00    0.00       4/229938      main [1]
                0.00    0.00    9999/229938      parse(std::istream&) [2]
                0.00    0.00   20005/229938      LogEntry::LogEntry(String) [3]
                0.00    0.00   20016/229938      Date::Date() [49]
                0.01    0.00  179911/229938      String::split(char) const [4]
[39]     0.4    0.01    0.00  229938         String::String(char const*) [39]
                0.00    0.00   20001/20001       String::capacity() const [99]
-----------------------------------------------
                0.00    0.00   10000/36382       parse(std::istream&) [2]
                0.00    0.01   26382/36382       void std::_Destroy<LogEntry>(LogEntry*) [41]
[40]     0.4    0.00    0.01   36382         LogEntry::~LogEntry() [40]
                0.01    0.00   36382/46382       Date::~Date() [36]
                0.00    0.00  109146/6727848     String::~String() [35]
-----------------------------------------------
                0.00    0.01   26382/26382       void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [42]
[41]     0.3    0.00    0.01   26382         void std::_Destroy<LogEntry>(LogEntry*) [41]
                0.00    0.01   26382/36382       LogEntry::~LogEntry() [40]
-----------------------------------------------
                0.00    0.01      16/16          void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [43]
[42]     0.3    0.00    0.01      16         void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [42]
                0.00    0.01   26382/26382       void std::_Destroy<LogEntry>(LogEntry*) [41]
                0.00    0.00   26382/42765       LogEntry* std::__addressof<LogEntry>(LogEntry&) [98]
-----------------------------------------------
                0.00    0.01      16/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [44]
[43]     0.3    0.00    0.01      16         void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [43]
                0.00    0.01      16/16          void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [42]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<LogEntry, std::allocator<LogEntry> >::~vector() [51]
                0.00    0.01      15/16          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
[44]     0.3    0.00    0.01      16         void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [44]
                0.00    0.01      16/16          void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [43]
-----------------------------------------------
                0.00    0.00  479746/479746      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [46]
[45]     0.1    0.00    0.00  479746         void std::_Destroy<String>(String*) [45]
                0.00    0.00  479746/6727848     String::~String() [35]
-----------------------------------------------
                0.00    0.00  239846/239846      void std::_Destroy<String*>(String*, String*) [47]
[46]     0.1    0.00    0.00  239846         void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [46]
                0.00    0.00  479746/479746      void std::_Destroy<String>(String*) [45]
                0.00    0.00  479746/719622      String* std::__addressof<String>(String&) [65]
-----------------------------------------------
                0.00    0.00  239846/239846      void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [48]
[47]     0.1    0.00    0.00  239846         void std::_Destroy<String*>(String*, String*) [47]
                0.00    0.00  239846/239846      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [46]
-----------------------------------------------
                0.00    0.00   69952/239846      std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00  169894/239846      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[48]     0.1    0.00    0.00  239846         void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [48]
                0.00    0.00  239846/239846      void std::_Destroy<String*>(String*, String*) [47]
-----------------------------------------------
                0.00    0.00       2/10008       LogEntry::LogEntry() [57]
                0.00    0.00   10006/10008       LogEntry::LogEntry(String) [3]
[49]     0.0    0.00    0.00   10008         Date::Date() [49]
                0.00    0.00   20016/229938      String::String(char const*) [39]
                0.00    0.00   20016/2934500     String::operator=(String) [37]
                0.00    0.00   20016/6727848     String::~String() [35]
                0.00    0.00   20016/139953      String::String() [86]
-----------------------------------------------
                0.00    0.00       1/69952       main [1]
                0.00    0.00    9992/69952       Time::Time(String) [12]
                0.00    0.00   29976/69952       Date::Date(String) [8]
                0.00    0.00   29983/69952       LogEntry::LogEntry(String) [3]
[50]     0.0    0.00    0.00   69952         std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00   69952/239846      void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [48]
                0.00    0.00   69952/579635      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [68]
                0.00    0.00   69952/69952       std::_Vector_base<String, std::allocator<String> >::~_Vector_base() [93]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[51]     0.0    0.00    0.00       1         std::vector<LogEntry, std::allocator<LogEntry> >::~vector() [51]
                0.00    0.00       1/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [44]
                0.00    0.00       1/46          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator() [105]
                0.00    0.00       1/1           std::_Vector_base<LogEntry, std::allocator<LogEntry> >::~_Vector_base() [138]
-----------------------------------------------
                0.00    0.00       1/1           void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [55]
[52]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [52]
                0.00    0.00       3/239876      void std::_Construct<String, String>(String*, String const&) [17]
                0.00    0.00       3/719622      String* std::__addressof<String>(String&) [65]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [54]
[53]     0.0    0.00    0.00       1         std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [53]
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [56]
                0.00    0.00       1/579635      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [68]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[54]     0.0    0.00    0.00       1         std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [54]
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [53]
                0.00    0.00       1/1           std::_Vector_base<String, std::allocator<String> >::_Vector_base(unsigned long, std::allocator<String> const&) [134]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [56]
[55]     0.0    0.00    0.00       1         void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [55]
                0.00    0.00       1/1           void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [52]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [53]
[56]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [56]
                0.00    0.00       1/1           void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [55]
-----------------------------------------------
                0.00    0.00       1/1           parse(std::istream&) [2]
[57]     0.0    0.00    0.00       1         LogEntry::LogEntry() [57]
                0.00    0.00       1/19999       Date::operator=(Date const&) [33]
                0.00    0.00       1/46382       Date::~Date() [36]
                0.00    0.00       2/10008       Date::Date() [49]
                0.00    0.00       3/229938      String::String(char const*) [39]
                0.00    0.00       3/2934500     String::operator=(String) [37]
                0.00    0.00       3/6727848     String::~String() [35]
                0.00    0.00       3/139953      String::String() [86]
                0.00    0.00       2/10008       Time::Time() [101]
-----------------------------------------------
                0.00    0.00 2934500/2934500     String::operator=(String) [37]
[64]     0.0    0.00    0.00 2934500         String::swap(String&) [64]
-----------------------------------------------
                0.00    0.00       3/719622      void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [52]
                0.00    0.00  239873/719622      String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [13]
                0.00    0.00  479746/719622      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [46]
[65]     0.0    0.00    0.00  719622         String* std::__addressof<String>(String&) [65]
-----------------------------------------------
                0.00    0.00    9999/689575      LogEntry::LogEntry(String) [3]
                0.00    0.00  679576/689575      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [83]
[66]     0.0    0.00    0.00  689575         std::vector<String, std::allocator<String> >::size() const [66]
-----------------------------------------------
                0.00    0.00  339788/679576      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
                0.00    0.00  339788/679576      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::difference_type __gnu_cxx::operator-<String*, std::vector<String, std::allocator<String> > >(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&, __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&) [82]
[67]     0.0    0.00    0.00  679576         __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::base() const [67]
-----------------------------------------------
                0.00    0.00       1/579635      std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [53]
                0.00    0.00   69952/579635      std::vector<String, std::allocator<String> >::~vector() [50]
                0.00    0.00  509682/579635      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[68]     0.0    0.00    0.00  579635         std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [68]
-----------------------------------------------
                0.00    0.00  169895/509683      __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [80]
                0.00    0.00  339788/509683      __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [71]
[69]     0.0    0.00    0.00  509683         __gnu_cxx::new_allocator<String>::max_size() const [69]
-----------------------------------------------
                0.00    0.00    9999/506128      __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.00    0.00   16383/506128      void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.00    0.00  239870/506128      __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
                0.00    0.00  239876/506128      void std::_Construct<String, String>(String*, String const&) [17]
[70]     0.0    0.00    0.00  506128         operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.00    0.00  339788/339788      std::vector<String, std::allocator<String> >::max_size() const [74]
[71]     0.0    0.00    0.00  339788         __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [71]
                0.00    0.00  339788/509683      __gnu_cxx::new_allocator<String>::max_size() const [69]
-----------------------------------------------
                0.00    0.00  169894/339788      std::vector<String, std::allocator<String> >::end() [84]
                0.00    0.00  169894/339788      std::vector<String, std::allocator<String> >::begin() [85]
[72]     0.0    0.00    0.00  339788         __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::__normal_iterator(String* const&) [72]
-----------------------------------------------
                0.00    0.00  339788/339788      std::vector<String, std::allocator<String> >::max_size() const [74]
[73]     0.0    0.00    0.00  339788         std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() const [73]
-----------------------------------------------
                0.00    0.00  339788/339788      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [83]
[74]     0.0    0.00    0.00  339788         std::vector<String, std::allocator<String> >::max_size() const [74]
                0.00    0.00  339788/339788      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() const [73]
                0.00    0.00  339788/339788      __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [71]
-----------------------------------------------
                0.00    0.00       2/279840      main [1]
                0.00    0.00    9992/279840      LogEntry::LogEntry(String) [3]
                0.00    0.00  269846/279840      operator!=(String const&, String const&) [38]
[75]     0.0    0.00    0.00  279840         String::operator==(String const&) const [75]
-----------------------------------------------
                0.00    0.00   69952/239846      std::_Vector_base<String, std::allocator<String> >::~_Vector_base() [93]
                0.00    0.00  169894/239846      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[76]     0.0    0.00    0.00  239846         std::_Vector_base<String, std::allocator<String> >::_M_deallocate(String*, unsigned long) [76]
                0.00    0.00  169895/169895      __gnu_cxx::new_allocator<String>::deallocate(String*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00       5/234671      main [1]
                0.00    0.00   59952/234671      Date::Date(String) [8]
                0.00    0.00   59952/234671      Time::Time(String) [12]
                0.00    0.00  114762/234671      LogEntry::LogEntry(String) [3]
[77]     0.0    0.00    0.00  234671         std::vector<String, std::allocator<String> >::operator[](unsigned long) [77]
-----------------------------------------------
                0.00    0.00      15/169909      std::vector<LogEntry, std::allocator<LogEntry> >::_M_check_len(unsigned long, char const*) const [115]
                0.00    0.00  169894/169909      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [83]
[78]     0.0    0.00    0.00  169909         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [78]
-----------------------------------------------
                0.00    0.00  169895/169895      std::_Vector_base<String, std::allocator<String> >::_M_deallocate(String*, unsigned long) [76]
[79]     0.0    0.00    0.00  169895         __gnu_cxx::new_allocator<String>::deallocate(String*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00  169895/169895      std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [81]
[80]     0.0    0.00    0.00  169895         __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [80]
                0.00    0.00  169895/509683      __gnu_cxx::new_allocator<String>::max_size() const [69]
-----------------------------------------------
                0.00    0.00       1/169895      std::_Vector_base<String, std::allocator<String> >::_M_create_storage(unsigned long) [133]
                0.00    0.00  169894/169895      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[81]     0.0    0.00    0.00  169895         std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [81]
                0.00    0.00  169895/169895      __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [80]
-----------------------------------------------
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[82]     0.0    0.00    0.00  169894         __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::difference_type __gnu_cxx::operator-<String*, std::vector<String, std::allocator<String> > >(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&, __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&) [82]
                0.00    0.00  339788/679576      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::base() const [67]
-----------------------------------------------
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[83]     0.0    0.00    0.00  169894         std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [83]
                0.00    0.00  679576/689575      std::vector<String, std::allocator<String> >::size() const [66]
                0.00    0.00  339788/339788      std::vector<String, std::allocator<String> >::max_size() const [74]
                0.00    0.00  169894/169909      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [78]
-----------------------------------------------
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::push_back(String const&) [9]
[84]     0.0    0.00    0.00  169894         std::vector<String, std::allocator<String> >::end() [84]
                0.00    0.00  169894/339788      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::__normal_iterator(String* const&) [72]
-----------------------------------------------
                0.00    0.00  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[85]     0.0    0.00    0.00  169894         std::vector<String, std::allocator<String> >::begin() [85]
                0.00    0.00  169894/339788      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::__normal_iterator(String* const&) [72]
