Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  239876/506128      operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.19  339788/339788      String* std::uninitialized_copy<String*, String*>(String*, String*, String*) [13]
[17]     9.3    0.00    0.19  339788         String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [17]
                0.00    0.19  239873/239876      void std::_Construct<String, String>(String*, String const&) [16]
                0.00    0.00  239873/719622      String* std::__addressof<String>(String&) [79]
-----------------------------------------------
                0.00    0.19  239870/239870      void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
[18]     9.3    0.00    0.19  239870         __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
                0.19    0.00  239870/858950      String::String(String const&) [7]
                0.00    0.00  239870/506128      operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.06   69976/239870      std::vector<String, std::allocator<String> >::push_back(String const&) [9]
                0.00    0.13  169894/239870      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[19]     9.3    0.00    0.19  239870         void __gnu_cxx::__alloc_traits<std::allocator<String> >::construct<String>(std::allocator<String>&, String*, String const&) [19]
                0.00    0.19  239870/239870      __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
-----------------------------------------------
                0.00    0.11    9999/9999        parse(std::istream&) [2]
[20]     5.6    0.00    0.11    9999         std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
                0.00    0.07      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.04    9984/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::end() [122]
-----------------------------------------------
                0.00    0.04    9999/26382       __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.01    0.06   16383/26382       void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
[21]     5.6    0.01    0.10   26382         LogEntry::LogEntry(LogEntry const&) [21]
                0.06    0.00   79146/858950      String::String(String const&) [7]
                0.00    0.04   26382/26382       Date::Date(Date const&) [33]
-----------------------------------------------
                0.00    0.07      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
[22]     3.5    0.00    0.07      15         std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
                0.00    0.00      15/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [62]
                0.00    0.00      15/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.00      45/46          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator() [110]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::base() const [109]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00      15/15          std::vector<LogEntry, std::allocator<LogEntry> >::begin() [123]
                0.00    0.00      15/15          __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >::difference_type __gnu_cxx::operator-<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&, __gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > > const&) [119]
                0.00    0.00      15/15          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_allocate(unsigned long) [121]
                0.00    0.00      15/16          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_deallocate(LogEntry*, unsigned long) [116]
-----------------------------------------------
                0.00    0.07   16383/16383       LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
[23]     3.5    0.00    0.07   16383         void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.01    0.06   16383/26382       LogEntry::LogEntry(LogEntry const&) [21]
                0.00    0.00   16383/506128      operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
[24]     3.5    0.00    0.07      30         LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
                0.00    0.07   16383/16383       void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.00    0.00   16383/42765       LogEntry* std::__addressof<LogEntry>(LogEntry&) [103]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
[25]     3.5    0.00    0.07      30         LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy<false>::__uninit_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [24]
-----------------------------------------------
                0.00    0.07      30/30          LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
[26]     3.5    0.00    0.07      30         LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
                0.00    0.07      30/30          LogEntry* std::uninitialized_copy<LogEntry*, LogEntry*>(LogEntry*, LogEntry*, LogEntry*) [25]
-----------------------------------------------
                0.00    0.07      30/30          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
[27]     3.5    0.00    0.07      30         LogEntry* std::__uninitialized_move_if_noexcept_a<LogEntry*, LogEntry*, std::allocator<LogEntry> >(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [27]
                0.00    0.07      30/30          LogEntry* std::__uninitialized_copy_a<LogEntry*, LogEntry*, LogEntry>(LogEntry*, LogEntry*, LogEntry*, std::allocator<LogEntry>&) [26]
-----------------------------------------------
                0.05    0.00 2934500/2934500     String::operator=(String) [29]
[28]     2.4    0.05    0.00 2934500         String::swap(String&) [28]
-----------------------------------------------
                0.00    0.00       3/2934500     main [1]
                0.00    0.00       3/2934500     LogEntry::LogEntry() [70]
                0.00    0.00   19984/2934500     Date::Date(String) [8]
                0.00    0.00   20016/2934500     Date::Date() [58]
                0.00    0.00   29997/2934500     LogEntry::operator=(LogEntry const&) [34]
                0.00    0.00   39989/2934500     LogEntry::LogEntry(String) [3]
                0.00    0.00   39998/2934500     Date::operator=(Date const&) [35]
                0.00    0.02 1017482/2934500     parse(std::istream&) [2]
                0.00    0.03 1767028/2934500     String::split(char) const [4]
[29]     2.4    0.00    0.05 2934500         String::operator=(String) [29]
                0.05    0.00 2934500/2934500     String::swap(String&) [28]
-----------------------------------------------
                0.00    0.05   69951/69951       String::split(char) const [4]
[30]     2.3    0.00    0.05   69951         String::findchar(char const&) const [30]
                0.05    0.00  544399/10382507     String::length() const [6]
-----------------------------------------------
                0.00    0.04    9999/9999        void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
[31]     2.1    0.00    0.04    9999         __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.00    0.04    9999/26382       LogEntry::LogEntry(LogEntry const&) [21]
                0.00    0.00    9999/506128      operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.00      15/9999        std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
                0.00    0.04    9984/9999        std::vector<LogEntry, std::allocator<LogEntry> >::push_back(LogEntry const&) [20]
[32]     2.1    0.00    0.04    9999         void __gnu_cxx::__alloc_traits<std::allocator<LogEntry> >::construct<LogEntry>(std::allocator<LogEntry>&, LogEntry*, LogEntry const&) [32]
                0.00    0.04    9999/9999        __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
-----------------------------------------------
                0.00    0.04   26382/26382       LogEntry::LogEntry(LogEntry const&) [21]
[33]     2.0    0.00    0.04   26382         Date::Date(Date const&) [33]
                0.04    0.00   52764/858950      String::String(String const&) [7]
-----------------------------------------------
                0.00    0.04    9999/9999        parse(std::istream&) [2]
[34]     2.0    0.00    0.04    9999         LogEntry::operator=(LogEntry const&) [34]
                0.02    0.00   29997/858950      String::String(String const&) [7]
                0.00    0.02    9999/19999       Date::operator=(Date const&) [35]
                0.00    0.00   29997/2934500     String::operator=(String) [29]
                0.00    0.00   29997/6757838     String::~String() [36]
-----------------------------------------------
                0.00    0.00       1/19999       LogEntry::LogEntry() [70]
                0.00    0.02    9999/19999       LogEntry::LogEntry(String) [3]
                0.00    0.02    9999/19999       LogEntry::operator=(LogEntry const&) [34]
[35]     1.6    0.00    0.03   19999         Date::operator=(Date const&) [35]
                0.03    0.00   39998/858950      String::String(String const&) [7]
                0.00    0.00   39998/2934500     String::operator=(String) [29]
                0.00    0.00   39998/6757838     String::~String() [36]
-----------------------------------------------
                0.00    0.00       3/6757838     LogEntry::LogEntry() [70]
                0.00    0.00       5/6757838     main [1]
                0.00    0.00   20016/6757838     Date::Date() [58]
                0.00    0.00   29976/6757838     Time::Time(String) [12]
                0.00    0.00   29990/6757838     by_host(std::ostream&, std::vector<LogEntry, std::allocator<LogEntry> > const&) [39]
                0.00    0.00   29997/6757838     LogEntry::operator=(LogEntry const&) [34]
                0.00    0.00   39998/6757838     Date::operator=(Date const&) [35]
                0.00    0.00   49960/6757838     Date::Date(String) [8]
                0.00    0.00   92764/6757838     Date::~Date() [63]
                0.00    0.00  109146/6757838     LogEntry::~LogEntry() [57]
                0.00    0.00  147330/6757838     LogEntry::LogEntry(String) [3]
                0.00    0.00  479746/6757838     void std::_Destroy<String>(String*) [56]
                0.01    0.00 2034965/6757838     parse(std::istream&) [2]
                0.01    0.00 3693942/6757838     String::split(char) const [4]
[36]     1.0    0.02    0.00 6757838         String::~String() [36]
-----------------------------------------------
                0.00    0.00    9992/2874438     LogEntry::LogEntry(String) [3]
                0.01    0.00 1007483/2874438     parse(std::istream&) [2]
                0.01    0.00 1856963/2874438     String::split(char) const [4]
[37]     1.0    0.02    0.00 2874438         String::String(char) [37]
-----------------------------------------------
                0.00    0.02  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[38]     0.8    0.00    0.02  169894         std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [38]
                0.01    0.00  679576/689575      std::vector<String, std::allocator<String> >::size() const [45]
                0.00    0.01  339788/339788      std::vector<String, std::allocator<String> >::max_size() const [51]
                0.00    0.00  169894/169909      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[39]     0.8    0.00    0.02       1         by_host(std::ostream&, std::vector<LogEntry, std::allocator<LogEntry> > const&) [39]
                0.00    0.02   19991/19991       LogEntry::getHost() const [40]
                0.00    0.00    9999/279845      operator!=(String const&, String const&) [49]
                0.00    0.00   29990/6757838     String::~String() [36]
                0.00    0.00   19991/19991       std::vector<LogEntry, std::allocator<LogEntry> >::operator[](unsigned long) const [105]
                0.00    0.00   10000/10060       std::vector<LogEntry, std::allocator<LogEntry> >::size() const [106]
                0.00    0.00    9999/239937      String::String(char const*) [84]
                0.00    0.00    9992/9992        operator<<(std::ostream&, String const&) [108]
-----------------------------------------------
                0.00    0.02   19991/19991       by_host(std::ostream&, std::vector<LogEntry, std::allocator<LogEntry> > const&) [39]
[40]     0.8    0.00    0.02   19991         LogEntry::getHost() const [40]
                0.02    0.00   19991/858950      String::String(String const&) [7]
-----------------------------------------------
                0.01    0.01  169894/169894      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[41]     0.7    0.01    0.01  169894         __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::difference_type __gnu_cxx::operator-<String*, std::vector<String, std::allocator<String> > >(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&, __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&) [41]
                0.01    0.00  339788/679576      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::base() const [46]
-----------------------------------------------
                0.01    0.00  239846/239846      void std::_Destroy<String*>(String*, String*) [43]
[42]     0.6    0.01    0.00  239846         void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [42]
                0.00    0.00  479746/479746      void std::_Destroy<String>(String*) [56]
                0.00    0.00  479746/719622      String* std::__addressof<String>(String&) [79]
-----------------------------------------------
                0.00    0.01  239846/239846      void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [44]
[43]     0.6    0.00    0.01  239846         void std::_Destroy<String*>(String*, String*) [43]
                0.01    0.00  239846/239846      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [42]
-----------------------------------------------
                0.00    0.00   69952/239846      std::vector<String, std::allocator<String> >::~vector() [55]
                0.00    0.01  169894/239846      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[44]     0.6    0.00    0.01  239846         void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [44]
                0.00    0.01  239846/239846      void std::_Destroy<String*>(String*, String*) [43]
-----------------------------------------------
                0.00    0.00    9999/689575      LogEntry::LogEntry(String) [3]
                0.01    0.00  679576/689575      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [38]
[45]     0.5    0.01    0.00  689575         std::vector<String, std::allocator<String> >::size() const [45]
-----------------------------------------------
                0.01    0.00  339788/679576      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
                0.01    0.00  339788/679576      __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::difference_type __gnu_cxx::operator-<String*, std::vector<String, std::allocator<String> > >(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&, __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > > const&) [41]
[46]     0.5    0.01    0.00  679576         __gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >::base() const [46]
-----------------------------------------------
                0.00    0.00  169895/509683      __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [53]
                0.01    0.00  339788/509683      __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [50]
[47]     0.5    0.01    0.00  509683         __gnu_cxx::new_allocator<String>::max_size() const [47]
-----------------------------------------------
                0.00    0.00       3/289840      main [1]
                0.00    0.00    9992/289840      LogEntry::LogEntry(String) [3]
                0.01    0.00  279845/289840      operator!=(String const&, String const&) [49]
[48]     0.5    0.01    0.00  289840         String::operator==(String const&) const [48]
-----------------------------------------------
                0.00    0.00    9999/279845      by_host(std::ostream&, std::vector<LogEntry, std::allocator<LogEntry> > const&) [39]
                0.00    0.01  269846/279845      String::split(char) const [4]
[49]     0.5    0.00    0.01  279845         operator!=(String const&, String const&) [49]
                0.01    0.00  279845/289840      String::operator==(String const&) const [48]
-----------------------------------------------
                0.00    0.01  339788/339788      std::vector<String, std::allocator<String> >::max_size() const [51]
[50]     0.3    0.00    0.01  339788         __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [50]
                0.01    0.00  339788/509683      __gnu_cxx::new_allocator<String>::max_size() const [47]
-----------------------------------------------
                0.00    0.01  339788/339788      std::vector<String, std::allocator<String> >::_M_check_len(unsigned long, char const*) const [38]
[51]     0.3    0.00    0.01  339788         std::vector<String, std::allocator<String> >::max_size() const [51]
                0.00    0.01  339788/339788      __gnu_cxx::__alloc_traits<std::allocator<String> >::max_size(std::allocator<String> const&) [50]
                0.00    0.00  339788/339788      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() const [83]
-----------------------------------------------
                                                 <spontaneous>
[52]     0.2    0.01    0.00                 operator>(String const&, String const&) [52]
-----------------------------------------------
                0.00    0.00  169895/169895      std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [54]
[53]     0.2    0.00    0.00  169895         __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [53]
                0.00    0.00  169895/509683      __gnu_cxx::new_allocator<String>::max_size() const [47]
-----------------------------------------------
                0.00    0.00       1/169895      std::_Vector_base<String, std::allocator<String> >::_M_create_storage(unsigned long) [71]
                0.00    0.00  169894/169895      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[54]     0.2    0.00    0.00  169895         std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [54]
                0.00    0.00  169895/169895      __gnu_cxx::new_allocator<String>::allocate(unsigned long, void const*) [53]
-----------------------------------------------
                0.00    0.00       1/69952       main [1]
                0.00    0.00    9992/69952       Time::Time(String) [12]
                0.00    0.00   29976/69952       Date::Date(String) [8]
                0.00    0.00   29983/69952       LogEntry::LogEntry(String) [3]
[55]     0.2    0.00    0.00   69952         std::vector<String, std::allocator<String> >::~vector() [55]
                0.00    0.00   69952/239846      void std::_Destroy<String*, String>(String*, String*, std::allocator<String>&) [44]
                0.00    0.00   69952/579635      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [80]
                0.00    0.00   69952/69952       std::_Vector_base<String, std::allocator<String> >::~_Vector_base() [98]
-----------------------------------------------
                0.00    0.00  479746/479746      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [42]
[56]     0.1    0.00    0.00  479746         void std::_Destroy<String>(String*) [56]
                0.00    0.00  479746/6757838     String::~String() [36]
-----------------------------------------------
                0.00    0.00   10000/36382       parse(std::istream&) [2]
                0.00    0.00   26382/36382       void std::_Destroy<LogEntry>(LogEntry*) [59]
[57]     0.0    0.00    0.00   36382         LogEntry::~LogEntry() [57]
                0.00    0.00  109146/6757838     String::~String() [36]
                0.00    0.00   36382/46382       Date::~Date() [63]
-----------------------------------------------
                0.00    0.00       2/10008       LogEntry::LogEntry() [70]
                0.00    0.00   10006/10008       LogEntry::LogEntry(String) [3]
[58]     0.0    0.00    0.00   10008         Date::Date() [58]
                0.00    0.00   20016/2934500     String::operator=(String) [29]
                0.00    0.00   20016/6757838     String::~String() [36]
                0.00    0.00   20016/139953      String::String() [91]
                0.00    0.00   20016/239937      String::String(char const*) [84]
-----------------------------------------------
                0.00    0.00   26382/26382       void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [60]
[59]     0.0    0.00    0.00   26382         void std::_Destroy<LogEntry>(LogEntry*) [59]
                0.00    0.00   26382/36382       LogEntry::~LogEntry() [57]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [61]
[60]     0.0    0.00    0.00      16         void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [60]
                0.00    0.00   26382/26382       void std::_Destroy<LogEntry>(LogEntry*) [59]
                0.00    0.00   26382/42765       LogEntry* std::__addressof<LogEntry>(LogEntry&) [103]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [62]
[61]     0.0    0.00    0.00      16         void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [61]
                0.00    0.00      16/16          void std::_Destroy_aux<false>::__destroy<LogEntry*>(LogEntry*, LogEntry*) [60]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<LogEntry, std::allocator<LogEntry> >::~vector() [64]
                0.00    0.00      15/16          std::vector<LogEntry, std::allocator<LogEntry> >::_M_insert_aux(__gnu_cxx::__normal_iterator<LogEntry*, std::vector<LogEntry, std::allocator<LogEntry> > >, LogEntry const&) [22]
[62]     0.0    0.00    0.00      16         void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [62]
                0.00    0.00      16/16          void std::_Destroy<LogEntry*>(LogEntry*, LogEntry*) [61]
-----------------------------------------------
                0.00    0.00       1/46382       LogEntry::LogEntry() [70]
                0.00    0.00    9999/46382       LogEntry::LogEntry(String) [3]
                0.00    0.00   36382/46382       LogEntry::~LogEntry() [57]
[63]     0.0    0.00    0.00   46382         Date::~Date() [63]
                0.00    0.00   92764/6757838     String::~String() [36]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[64]     0.0    0.00    0.00       1         std::vector<LogEntry, std::allocator<LogEntry> >::~vector() [64]
                0.00    0.00       1/16          void std::_Destroy<LogEntry*, LogEntry>(LogEntry*, LogEntry*, std::allocator<LogEntry>&) [62]
                0.00    0.00       1/46          std::_Vector_base<LogEntry, std::allocator<LogEntry> >::_M_get_Tp_allocator() [110]
                0.00    0.00       1/1           std::_Vector_base<LogEntry, std::allocator<LogEntry> >::~_Vector_base() [140]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[65]     0.0    0.00    0.00       1         std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [65]
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [67]
                0.00    0.00       1/1           std::_Vector_base<String, std::allocator<String> >::_Vector_base(unsigned long, std::allocator<String> const&) [72]
-----------------------------------------------
                0.00    0.00       1/1           void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [68]
[66]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [66]
                0.00    0.00       3/239876      void std::_Construct<String, String>(String*, String const&) [16]
                0.00    0.00       3/719622      String* std::__addressof<String>(String&) [79]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [65]
[67]     0.0    0.00    0.00       1         std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [67]
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [69]
                0.00    0.00       1/579635      std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [69]
[68]     0.0    0.00    0.00       1         void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [68]
                0.00    0.00       1/1           void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [66]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [67]
[69]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n_a<String*, unsigned long, String, String>(String*, unsigned long, String const&, std::allocator<String>&) [69]
                0.00    0.00       1/1           void std::uninitialized_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [68]
-----------------------------------------------
                0.00    0.00       1/1           parse(std::istream&) [2]
[70]     0.0    0.00    0.00       1         LogEntry::LogEntry() [70]
                0.00    0.00       1/19999       Date::operator=(Date const&) [35]
                0.00    0.00       2/10008       Date::Date() [58]
                0.00    0.00       3/2934500     String::operator=(String) [29]
                0.00    0.00       3/6757838     String::~String() [36]
                0.00    0.00       1/46382       Date::~Date() [63]
                0.00    0.00       3/139953      String::String() [91]
                0.00    0.00       3/239937      String::String(char const*) [84]
                0.00    0.00       2/10008       Time::Time() [107]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<String, std::allocator<String> >::_Vector_base(unsigned long, std::allocator<String> const&) [72]
[71]     0.0    0.00    0.00       1         std::_Vector_base<String, std::allocator<String> >::_M_create_storage(unsigned long) [71]
                0.00    0.00       1/169895      std::_Vector_base<String, std::allocator<String> >::_M_allocate(unsigned long) [54]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<String, std::allocator<String> >::vector(unsigned long, String const&, std::allocator<String> const&) [65]
[72]     0.0    0.00    0.00       1         std::_Vector_base<String, std::allocator<String> >::_Vector_base(unsigned long, std::allocator<String> const&) [72]
                0.00    0.00       1/1           std::_Vector_base<String, std::allocator<String> >::_M_create_storage(unsigned long) [71]
                0.00    0.00       1/1           std::_Vector_base<String, std::allocator<String> >::_Vector_impl::_Vector_impl(std::allocator<String> const&) [136]
-----------------------------------------------
                0.00    0.00       3/719622      void std::__uninitialized_fill_n<false>::__uninit_fill_n<String*, unsigned long, String>(String*, unsigned long, String const&) [66]
                0.00    0.00  239873/719622      String* std::__uninitialized_copy<false>::__uninit_copy<String*, String*>(String*, String*, String*) [17]
                0.00    0.00  479746/719622      void std::_Destroy_aux<false>::__destroy<String*>(String*, String*) [42]
[79]     0.0    0.00    0.00  719622         String* std::__addressof<String>(String&) [79]
-----------------------------------------------
                0.00    0.00       1/579635      std::vector<String, std::allocator<String> >::_M_fill_initialize(unsigned long, String const&) [67]
                0.00    0.00   69952/579635      std::vector<String, std::allocator<String> >::~vector() [55]
                0.00    0.00  509682/579635      std::vector<String, std::allocator<String> >::_M_insert_aux(__gnu_cxx::__normal_iterator<String*, std::vector<String, std::allocator<String> > >, String const&) [10]
[80]     0.0    0.00    0.00  579635         std::_Vector_base<String, std::allocator<String> >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00    9999/506128      __gnu_cxx::new_allocator<LogEntry>::construct(LogEntry*, LogEntry const&) [31]
                0.00    0.00   16383/506128      void std::_Construct<LogEntry, LogEntry>(LogEntry*, LogEntry const&) [23]
                0.00    0.00  239870/506128      __gnu_cxx::new_allocator<String>::construct(String*, String const&) [18]
                0.00    0.00  239876/506128      void std::_Construct<String, String>(String*, String const&) [16]
[81]     0.0    0.00    0.00  506128         operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.00  169894/339788      std::vector<String, std::allocator<String> >::end() [89]
                0.00    0.00  169894/339788      std::vector<String, std::allocator<String> >::begin() [90]
